AnoMes;DataReferencia;SK_CentroCusto;Categoria;ValorOrcado
202409;2024-09-01;12;EPI;16520,08
202409;2024-09-01;12;Ferramentas;31796,66
202409;2024-09-01;12;Peças de Reposição;42985,54
202409;2024-09-01;12;Lubrificantes;20108,98
202409;2024-09-01;12;Material de Escritório;27480,32
202409;2024-09-01;12;Limpeza e Higiene;32819,26
202410;2024-10-01;1;Material Elétrico;20456,27
202410;2024-10-01;1;Material Hidráulico;16421,97
202410;2024-10-01;1;EPI;40953,86
202410;2024-10-01;1;Ferramentas;25055,87
202410;2024-10-01;1;Peças de Reposição;17328,96
202410;2024-10-01;1;Lubrificantes;22314,16
202410;2024-10-01;1;Material de Escritório;7225,15
202410;2024-10-01;1;Limpeza e Higiene;22527,16
202410;2024-10-01;2;Material Elétrico;20051,01
202410;2024-10-01;2;Material Hidráulico;17070,18
202410;2024-10-01;2;EPI;19552,34
202410;2024-10-01;2;Ferramentas;22013,59
202410;2024-10-01;2;Peças de Reposição;32503,21
202410;2024-10-01;2;Lubrificantes;28770,48
202410;2024-10-01;2;Material de Escritório;10236,26
202410;2024-10-01;2;Limpeza e Higiene;25561,54
202410;2024-10-01;3;Material Elétrico;32599,31
202410;2024-10-01;3;Material Hidráulico;20335,28
202410;2024-10-01;3;EPI;38822,31
202410;2024-10-01;3;Ferramentas;14360,73
202410;2024-10-01;3;Peças de Reposição;34124,16
202410;2024-10-01;3;Lubrificantes;26971,27
202410;2024-10-01;3;Material de Escritório;38987,56
202410;2024-10-01;3;Limpeza e Higiene;3466,56
202410;2024-10-01;4;Material Elétrico;31364,68
202410;2024-10-01;4;Material Hidráulico;26164,16
202410;2024-10-01;4;EPI;43940,89
202410;2024-10-01;4;Ferramentas;43532,54
202410;2024-10-01;4;Peças de Reposição;15501,66
202410;2024-10-01;4;Lubrificantes;37418,46
202410;2024-10-01;4;Material de Escritório;43808,47
202410;2024-10-01;4;Limpeza e Higiene;6989,75
202410;2024-10-01;5;Material Elétrico;11051,03
202410;2024-10-01;5;Material Hidráulico;19324,23
202410;2024-10-01;5;EPI;27413,45
202410;2024-10-01;5;Ferramentas;24033,66
202410;2024-10-01;5;Peças de Reposição;17884,98
202410;2024-10-01;5;Lubrificantes;22211,37
202410;2024-10-01;5;Material de Escritório;37055,36
202410;2024-10-01;5;Limpeza e Higiene;23053,93
202410;2024-10-01;6;Material Elétrico;24956,56
202410;2024-10-01;6;Material Hidráulico;5083,88
202410;2024-10-01;6;EPI;37873,60
202410;2024-10-01;6;Ferramentas;30269,83
202410;2024-10-01;6;Peças de Reposição;33687,14
202410;2024-10-01;6;Lubrificantes;5101,81
202410;2024-10-01;6;Material de Escritório;35326,93
202410;2024-10-01;6;Limpeza e Higiene;31063,68
202410;2024-10-01;7;Material Elétrico;3864,97
202410;2024-10-01;7;Material Hidráulico;13457,05
202410;2024-10-01;7;EPI;6988,02
202410;2024-10-01;7;Ferramentas;19041,23
202410;2024-10-01;7;Peças de Reposição;18944,90
202410;2024-10-01;7;Lubrificantes;6433,95
202410;2024-10-01;7;Material de Escritório;14984,07
202410;2024-10-01;7;Limpeza e Higiene;26118,59
202410;2024-10-01;8;Material Elétrico;42443,41
202410;2024-10-01;8;Material Hidráulico;11187,41
202410;2024-10-01;8;EPI;30532,77
202410;2024-10-01;8;Ferramentas;39348,01
202410;2024-10-01;8;Peças de Reposição;37954,70
202410;2024-10-01;8;Lubrificantes;15656,44
202410;2024-10-01;8;Material de Escritório;35312,02
202410;2024-10-01;8;Limpeza e Higiene;30506,01
202410;2024-10-01;9;Material Elétrico;41953,17
202410;2024-10-01;9;Material Hidráulico;27509,78
202410;2024-10-01;9;EPI;32061,78
202410;2024-10-01;9;Ferramentas;19894,74
202410;2024-10-01;9;Peças de Reposição;12360,02
202410;2024-10-01;9;Lubrificantes;12724,08
202410;2024-10-01;9;Material de Escritório;42927,75
202410;2024-10-01;9;Limpeza e Higiene;19830,66
202410;2024-10-01;10;Material Elétrico;40733,64
202410;2024-10-01;10;Material Hidráulico;37527,07
202410;2024-10-01;10;EPI;29662,82
202410;2024-10-01;10;Ferramentas;43587,50
202410;2024-10-01;10;Peças de Reposição;24420,53
202410;2024-10-01;10;Lubrificantes;37384,12
202410;2024-10-01;10;Material de Escritório;14330,49
202410;2024-10-01;10;Limpeza e Higiene;37803,44
202410;2024-10-01;11;Material Elétrico;30186,92
202410;2024-10-01;11;Material Hidráulico;35108,02
202410;2024-10-01;11;EPI;5808,67
202410;2024-10-01;11;Ferramentas;7439,91
202410;2024-10-01;11;Peças de Reposição;24726,46
202410;2024-10-01;11;Lubrificantes;40582,42
202410;2024-10-01;11;Material de Escritório;16921,20
202410;2024-10-01;11;Limpeza e Higiene;31827,23
202410;2024-10-01;12;Material Elétrico;23866,56
202410;2024-10-01;12;Material Hidráulico;13116,28
202410;2024-10-01;12;EPI;11527,87
202410;2024-10-01;12;Ferramentas;19479,56
202410;2024-10-01;12;Peças de Reposição;38661,70
202410;2024-10-01;12;Lubrificantes;19321,64
202410;2024-10-01;12;Material de Escritório;3760,22
202410;2024-10-01;12;Limpeza e Higiene;29654,24
202411;2024-11-01;1;Material Elétrico;28021,86
202411;2024-11-01;1;Material Hidráulico;17557,45
202411;2024-11-01;1;EPI;9876,90
202411;2024-11-01;1;Ferramentas;12202,42
202411;2024-11-01;1;Peças de Reposição;7038,82
202411;2024-11-01;1;Lubrificantes;35902,19
202411;2024-11-01;1;Material de Escritório;25363,37
202411;2024-11-01;1;Limpeza e Higiene;14770,67
202411;2024-11-01;2;Material Elétrico;30528,72
202411;2024-11-01;2;Material Hidráulico;9900,47
202411;2024-11-01;2;EPI;38908,87
202411;2024-11-01;2;Ferramentas;12289,20
202411;2024-11-01;2;Peças de Reposição;12889,12
202411;2024-11-01;2;Lubrificantes;37383,55
202411;2024-11-01;2;Material de Escritório;9112,01
202411;2024-11-01;2;Limpeza e Higiene;36690,83
202411;2024-11-01;3;Material Elétrico;23940,25
202411;2024-11-01;3;Material Hidráulico;28617,82
202411;2024-11-01;3;EPI;19232,73
202411;2024-11-01;3;Ferramentas;44965,19
202411;2024-11-01;3;Peças de Reposição;19552,79
202411;2024-11-01;3;Lubrificantes;23138,96
202411;2024-11-01;3;Material de Escritório;39072,87
202411;2024-11-01;3;Limpeza e Higiene;18095,15
202411;2024-11-01;4;Material Elétrico;15854,62
202411;2024-11-01;4;Material Hidráulico;25248,81
202411;2024-11-01;4;EPI;39269,61
202411;2024-11-01;4;Ferramentas;11831,07
202411;2024-11-01;4;Peças de Reposição;24665,62
202411;2024-11-01;4;Lubrificantes;16752,30
202411;2024-11-01;4;Material de Escritório;33667,10
202411;2024-11-01;4;Limpeza e Higiene;37229,13
202411;2024-11-01;5;Material Elétrico;23872,87
202411;2024-11-01;5;Material Hidráulico;39127,11
202411;2024-11-01;5;EPI;12290,39
202411;2024-11-01;5;Ferramentas;23438,25
202411;2024-11-01;5;Peças de Reposição;30119,46
202411;2024-11-01;5;Lubrificantes;25605,18
202411;2024-11-01;5;Material de Escritório;7101,19
202411;2024-11-01;5;Limpeza e Higiene;8831,04
202411;2024-11-01;6;Material Elétrico;23049,78
202411;2024-11-01;6;Material Hidráulico;28068,21
202411;2024-11-01;6;EPI;5916,19
202411;2024-11-01;6;Ferramentas;10984,22
202411;2024-11-01;6;Peças de Reposição;10167,65
202411;2024-11-01;6;Lubrificantes;14250,15
202411;2024-11-01;6;Material de Escritório;31446,22
202411;2024-11-01;6;Limpeza e Higiene;41338,15
202411;2024-11-01;7;Material Elétrico;32566,71
202411;2024-11-01;7;Material Hidráulico;15294,97
202411;2024-11-01;7;EPI;32102,25
202411;2024-11-01;7;Ferramentas;23994,89
202411;2024-11-01;7;Peças de Reposição;33330,80
202411;2024-11-01;7;Lubrificantes;3390,02
202411;2024-11-01;7;Material de Escritório;18498,50
202411;2024-11-01;7;Limpeza e Higiene;21191,72
202411;2024-11-01;8;Material Elétrico;28547,19
202411;2024-11-01;8;Material Hidráulico;27329,18
202411;2024-11-01;8;EPI;38811,29
202411;2024-11-01;8;Ferramentas;44981,69
202411;2024-11-01;8;Peças de Reposição;21839,45
202411;2024-11-01;8;Lubrificantes;24619,50
202411;2024-11-01;8;Material de Escritório;25100,19
202411;2024-11-01;8;Limpeza e Higiene;6887,02
202411;2024-11-01;9;Material Elétrico;25739,53
202411;2024-11-01;9;Material Hidráulico;38953,12
202411;2024-11-01;9;EPI;30905,21
202411;2024-11-01;9;Ferramentas;15073,74
202411;2024-11-01;9;Peças de Reposição;7671,18
202411;2024-11-01;9;Lubrificantes;30485,41
202411;2024-11-01;9;Material de Escritório;10477,64
202411;2024-11-01;9;Limpeza e Higiene;28436,57
202411;2024-11-01;10;Material Elétrico;39868,97
202411;2024-11-01;10;Material Hidráulico;11186,14
202411;2024-11-01;10;EPI;18083,06
202411;2024-11-01;10;Ferramentas;33143,12
202411;2024-11-01;10;Peças de Reposição;9757,10
202411;2024-11-01;10;Lubrificantes;35098,95
202411;2024-11-01;10;Material de Escritório;23757,01
202411;2024-11-01;10;Limpeza e Higiene;39304,20
202411;2024-11-01;11;Material Elétrico;26298,92
202411;2024-11-01;11;Material Hidráulico;4345,73
202411;2024-11-01;11;EPI;20444,82
202411;2024-11-01;11;Ferramentas;29203,18
202411;2024-11-01;11;Peças de Reposição;7409,16
202411;2024-11-01;11;Lubrificantes;13192,91
202411;2024-11-01;11;Material de Escritório;9255,62
202411;2024-11-01;11;Limpeza e Higiene;12890,45
202411;2024-11-01;12;Material Elétrico;22584,35
202411;2024-11-01;12;Material Hidráulico;41669,51
202411;2024-11-01;12;EPI;14771,57
202411;2024-11-01;12;Ferramentas;6277,84
202411;2024-11-01;12;Peças de Reposição;22096,85
202411;2024-11-01;12;Lubrificantes;20996,75
202411;2024-11-01;12;Material de Escritório;43789,80
202411;2024-11-01;12;Limpeza e Higiene;12566,68
202412;2024-12-01;1;Material Elétrico;18944,79
202412;2024-12-01;1;Material Hidráulico;42276,31
202412;2024-12-01;1;EPI;10238,91
202412;2024-12-01;1;Ferramentas;37790,72
202412;2024-12-01;1;Peças de Reposição;17366,18
202412;2024-12-01;1;Lubrificantes;12833,30
202412;2024-12-01;1;Material de Escritório;43466,88
202412;2024-12-01;1;Limpeza e Higiene;36873,13
202412;2024-12-01;2;Material Elétrico;40331,90
202412;2024-12-01;2;Material Hidráulico;21135,95
202412;2024-12-01;2;EPI;18966,91
202412;2024-12-01;2;Ferramentas;34427,33
202412;2024-12-01;2;Peças de Reposição;5788,06
202412;2024-12-01;2;Lubrificantes;6434,28
202412;2024-12-01;2;Material de Escritório;6683,75
202412;2024-12-01;2;Limpeza e Higiene;22434,29
202412;2024-12-01;3;Material Elétrico;39812,28
202412;2024-12-01;3;Material Hidráulico;15783,28
202412;2024-12-01;3;EPI;25125,76
202412;2024-12-01;3;Ferramentas;40543,40
202412;2024-12-01;3;Peças de Reposição;40391,13
202412;2024-12-01;3;Lubrificantes;11979,06
202412;2024-12-01;3;Material de Escritório;22574,69
202412;2024-12-01;3;Limpeza e Higiene;15795,58
202412;2024-12-01;4;Material Elétrico;25772,72
202412;2024-12-01;4;Material Hidráulico;3569,13
202412;2024-12-01;4;EPI;5502,01
202412;2024-12-01;4;Ferramentas;25066,06
202412;2024-12-01;4;Peças de Reposição;14503,56
202412;2024-12-01;4;Lubrificantes;5116,88
202412;2024-12-01;4;Material de Escritório;16810,21
202412;2024-12-01;4;Limpeza e Higiene;19246,13
202412;2024-12-01;5;Material Elétrico;16592,12
202412;2024-12-01;5;Material Hidráulico;36008,72
202412;2024-12-01;5;EPI;29701,51
202412;2024-12-01;5;Ferramentas;27209,84
202412;2024-12-01;5;Peças de Reposição;4950,88
202412;2024-12-01;5;Lubrificantes;24369,92
202412;2024-12-01;5;Material de Escritório;13587,44
202412;2024-12-01;5;Limpeza e Higiene;44378,44
202412;2024-12-01;6;Material Elétrico;44508,48
202412;2024-12-01;6;Material Hidráulico;14672,03
202412;2024-12-01;6;EPI;23023,97
202412;2024-12-01;6;Ferramentas;24668,73
202412;2024-12-01;6;Peças de Reposição;34376,44
202412;2024-12-01;6;Lubrificantes;11440,29
202412;2024-12-01;6;Material de Escritório;7535,31
202412;2024-12-01;6;Limpeza e Higiene;37840,68
202412;2024-12-01;7;Material Elétrico;32842,21
202412;2024-12-01;7;Material Hidráulico;11531,51
202412;2024-12-01;7;EPI;39891,94
202412;2024-12-01;7;Ferramentas;5067,99
202412;2024-12-01;7;Peças de Reposição;11189,35
202412;2024-12-01;7;Lubrificantes;25795,21
202412;2024-12-01;7;Material de Escritório;10950,06
202412;2024-12-01;7;Limpeza e Higiene;34504,10
202412;2024-12-01;8;Material Elétrico;18122,47
202412;2024-12-01;8;Material Hidráulico;10521,62
202412;2024-12-01;8;EPI;15437,73
202412;2024-12-01;8;Ferramentas;7720,79
202412;2024-12-01;8;Peças de Reposição;31551,06
202412;2024-12-01;8;Lubrificantes;38307,87
202412;2024-12-01;8;Material de Escritório;33876,84
202412;2024-12-01;8;Limpeza e Higiene;17767,08
202412;2024-12-01;9;Material Elétrico;21353,04
202412;2024-12-01;9;Material Hidráulico;3730,11
202412;2024-12-01;9;EPI;34583,11
202412;2024-12-01;9;Ferramentas;39135,28
202412;2024-12-01;9;Peças de Reposição;42301,44
202412;2024-12-01;9;Lubrificantes;20456,79
202412;2024-12-01;9;Material de Escritório;16151,59
202412;2024-12-01;9;Limpeza e Higiene;26294,24
202412;2024-12-01;10;Material Elétrico;33377,16
202412;2024-12-01;10;Material Hidráulico;26455,88
202412;2024-12-01;10;EPI;9148,61
202412;2024-12-01;10;Ferramentas;11304,36
202412;2024-12-01;10;Peças de Reposição;27242,07
202412;2024-12-01;10;Lubrificantes;31127,56
202412;2024-12-01;10;Material de Escritório;30302,06
202412;2024-12-01;10;Limpeza e Higiene;44477,49
202412;2024-12-01;11;Material Elétrico;5737,62
202412;2024-12-01;11;Material Hidráulico;25861,79
202412;2024-12-01;11;EPI;34743,91
202412;2024-12-01;11;Ferramentas;42500,80
202412;2024-12-01;11;Peças de Reposição;14906,06
202412;2024-12-01;11;Lubrificantes;28663,86
202412;2024-12-01;11;Material de Escritório;11263,09
202412;2024-12-01;11;Limpeza e Higiene;25489,18
202412;2024-12-01;12;Material Elétrico;14852,58
202412;2024-12-01;12;Material Hidráulico;16086,82
202412;2024-12-01;12;EPI;6473,61
202412;2024-12-01;12;Ferramentas;12800,68
202412;2024-12-01;12;Peças de Reposição;12742,80
202412;2024-12-01;12;Lubrificantes;34025,66
202412;2024-12-01;12;Material de Escritório;20730,25
202412;2024-12-01;12;Limpeza e Higiene;13332,82
202501;2025-01-01;1;Material Elétrico;19765,48
202501;2025-01-01;1;Material Hidráulico;18620,15
202501;2025-01-01;1;EPI;17423,39
202501;2025-01-01;1;Ferramentas;22282,84
202501;2025-01-01;1;Peças de Reposição;8290,10
202501;2025-01-01;1;Lubrificantes;7212,43
202501;2025-01-01;1;Material de Escritório;34727,60
202501;2025-01-01;1;Limpeza e Higiene;41157,35
202501;2025-01-01;2;Material Elétrico;21877,68
202501;2025-01-01;2;Material Hidráulico;41746,92
202501;2025-01-01;2;EPI;37437,53
202501;2025-01-01;2;Ferramentas;31123,27
202501;2025-01-01;2;Peças de Reposição;24594,41
202501;2025-01-01;2;Lubrificantes;9078,17
202501;2025-01-01;2;Material de Escritório;27954,25
202501;2025-01-01;2;Limpeza e Higiene;16656,24
202501;2025-01-01;3;Material Elétrico;24853,89
202501;2025-01-01;3;Material Hidráulico;38890,08
202501;2025-01-01;3;EPI;39138,18
202501;2025-01-01;3;Ferramentas;20294,27
202501;2025-01-01;3;Peças de Reposição;17655,95
202501;2025-01-01;3;Lubrificantes;21547,33
202501;2025-01-01;3;Material de Escritório;19120,19
202501;2025-01-01;3;Limpeza e Higiene;42019,41
202501;2025-01-01;4;Material Elétrico;29469,23
202501;2025-01-01;4;Material Hidráulico;29307,22
202501;2025-01-01;4;EPI;33955,66
202501;2025-01-01;4;Ferramentas;39951,68
202501;2025-01-01;4;Peças de Reposição;28509,41
202501;2025-01-01;4;Lubrificantes;40210,35
202501;2025-01-01;4;Material de Escritório;41829,78
202501;2025-01-01;4;Limpeza e Higiene;15627,99
202501;2025-01-01;5;Material Elétrico;19641,92
202501;2025-01-01;5;Material Hidráulico;8885,56
202501;2025-01-01;5;EPI;8536,22
202501;2025-01-01;5;Ferramentas;16690,26
202501;2025-01-01;5;Peças de Reposição;40935,21
202501;2025-01-01;5;Lubrificantes;30496,61
202501;2025-01-01;5;Material de Escritório;10100,18
202501;2025-01-01;5;Limpeza e Higiene;22250,83
202501;2025-01-01;6;Material Elétrico;16700,76
202501;2025-01-01;6;Material Hidráulico;43095,90
202501;2025-01-01;6;EPI;17490,59
202501;2025-01-01;6;Ferramentas;17497,29
202501;2025-01-01;6;Peças de Reposição;31579,90
202501;2025-01-01;6;Lubrificantes;33801,75
202501;2025-01-01;6;Material de Escritório;38868,53
202501;2025-01-01;6;Limpeza e Higiene;41825,68
202501;2025-01-01;7;Material Elétrico;23563,44
202501;2025-01-01;7;Material Hidráulico;6253,31
202501;2025-01-01;7;EPI;18480,50
202501;2025-01-01;7;Ferramentas;30080,42
202501;2025-01-01;7;Peças de Reposição;12233,03
202501;2025-01-01;7;Lubrificantes;20760,89
202501;2025-01-01;7;Material de Escritório;39675,96
202501;2025-01-01;7;Limpeza e Higiene;27693,11
202501;2025-01-01;8;Material Elétrico;8449,67
202501;2025-01-01;8;Material Hidráulico;10361,91
202501;2025-01-01;8;EPI;13550,18
202501;2025-01-01;8;Ferramentas;16175,51
202501;2025-01-01;8;Peças de Reposição;26868,29
202501;2025-01-01;8;Lubrificantes;27707,51
202501;2025-01-01;8;Material de Escritório;33334,23
202501;2025-01-01;8;Limpeza e Higiene;18376,28
202501;2025-01-01;9;Material Elétrico;5484,06
202501;2025-01-01;9;Material Hidráulico;36728,46
202501;2025-01-01;9;EPI;14058,11
202501;2025-01-01;9;Ferramentas;30773,75
202501;2025-01-01;9;Peças de Reposição;28821,62
202501;2025-01-01;9;Lubrificantes;43594,61
202501;2025-01-01;9;Material de Escritório;33362,26
202501;2025-01-01;9;Limpeza e Higiene;4283,61
202501;2025-01-01;10;Material Elétrico;40715,58
202501;2025-01-01;10;Material Hidráulico;32725,51
202501;2025-01-01;10;EPI;35528,61
202501;2025-01-01;10;Ferramentas;26015,99
202501;2025-01-01;10;Peças de Reposição;43890,67
202501;2025-01-01;10;Lubrificantes;34509,23
202501;2025-01-01;10;Material de Escritório;18281,92
202501;2025-01-01;10;Limpeza e Higiene;35084,34
202501;2025-01-01;11;Material Elétrico;12148,57
202501;2025-01-01;11;Material Hidráulico;5892,16
202501;2025-01-01;11;EPI;23620,39
202501;2025-01-01;11;Ferramentas;35565,53
202501;2025-01-01;11;Peças de Reposição;41746,71
202501;2025-01-01;11;Lubrificantes;28768,19
202501;2025-01-01;11;Material de Escritório;36310,63
202501;2025-01-01;11;Limpeza e Higiene;16473,02
202501;2025-01-01;12;Material Elétrico;30379,29
202501;2025-01-01;12;Material Hidráulico;3880,67
202501;2025-01-01;12;EPI;42122,81
202501;2025-01-01;12;Ferramentas;39469,37
202501;2025-01-01;12;Peças de Reposição;16956,92
202501;2025-01-01;12;Lubrificantes;36389,64
202501;2025-01-01;12;Material de Escritório;16613,15
202501;2025-01-01;12;Limpeza e Higiene;6540,81
202502;2025-02-01;1;Material Elétrico;20808,36
202502;2025-02-01;1;Material Hidráulico;27001,96
202502;2025-02-01;1;EPI;32719,28
202502;2025-02-01;1;Ferramentas;11783,82
202502;2025-02-01;1;Peças de Reposição;5238,67
202502;2025-02-01;1;Lubrificantes;18619,78
202502;2025-02-01;1;Material de Escritório;14802,35
202502;2025-02-01;1;Limpeza e Higiene;18760,85
202502;2025-02-01;2;Material Elétrico;31475,51
202502;2025-02-01;2;Material Hidráulico;34790,86
202502;2025-02-01;2;EPI;35036,40
202502;2025-02-01;2;Ferramentas;26742,99
202502;2025-02-01;2;Peças de Reposição;28211,33
202502;2025-02-01;2;Lubrificantes;39700,24
202502;2025-02-01;2;Material de Escritório;31956,50
202502;2025-02-01;2;Limpeza e Higiene;14001,00
202502;2025-02-01;3;Material Elétrico;12106,08
202502;2025-02-01;3;Material Hidráulico;44834,77
202502;2025-02-01;3;EPI;29214,45
202502;2025-02-01;3;Ferramentas;21223,20
202502;2025-02-01;3;Peças de Reposição;44267,52
202502;2025-02-01;3;Lubrificantes;31268,33
202502;2025-02-01;3;Material de Escritório;30875,36
202502;2025-02-01;3;Limpeza e Higiene;6442,98
202502;2025-02-01;4;Material Elétrico;11742,29
202502;2025-02-01;4;Material Hidráulico;3825,13
202502;2025-02-01;4;EPI;24909,99
202502;2025-02-01;4;Ferramentas;36797,62
202502;2025-02-01;4;Peças de Reposição;19938,56
202502;2025-02-01;4;Lubrificantes;35687,83
202502;2025-02-01;4;Material de Escritório;37087,98
202502;2025-02-01;4;Limpeza e Higiene;6233,62
202502;2025-02-01;5;Material Elétrico;7128,25
202502;2025-02-01;5;Material Hidráulico;16689,01
202502;2025-02-01;5;EPI;39199,33
202502;2025-02-01;5;Ferramentas;7629,74
202502;2025-02-01;5;Peças de Reposição;10759,06
202502;2025-02-01;5;Lubrificantes;7488,88
202502;2025-02-01;5;Material de Escritório;43551,35
202502;2025-02-01;5;Limpeza e Higiene;35400,59
202502;2025-02-01;6;Material Elétrico;20789,53
202502;2025-02-01;6;Material Hidráulico;24702,03
202502;2025-02-01;6;EPI;38303,48
202502;2025-02-01;6;Ferramentas;26547,00
202502;2025-02-01;6;Peças de Reposição;9860,90
202502;2025-02-01;6;Lubrificantes;4624,11
202502;2025-02-01;6;Material de Escritório;40657,13
202502;2025-02-01;6;Limpeza e Higiene;13941,67
202502;2025-02-01;7;Material Elétrico;26448,62
202502;2025-02-01;7;Material Hidráulico;32432,60
202502;2025-02-01;7;EPI;15243,35
202502;2025-02-01;7;Ferramentas;32808,55
202502;2025-02-01;7;Peças de Reposição;37041,95
202502;2025-02-01;7;Lubrificantes;42224,83
202502;2025-02-01;7;Material de Escritório;8988,95
202502;2025-02-01;7;Limpeza e Higiene;7585,48
202502;2025-02-01;8;Material Elétrico;4474,65
202502;2025-02-01;8;Material Hidráulico;5058,82
202502;2025-02-01;8;EPI;42506,32
202502;2025-02-01;8;Ferramentas;20175,01
202502;2025-02-01;8;Peças de Reposição;23495,36
202502;2025-02-01;8;Lubrificantes;15485,27
202502;2025-02-01;8;Material de Escritório;3911,60
202502;2025-02-01;8;Limpeza e Higiene;8140,76
202502;2025-02-01;9;Material Elétrico;9247,61
202502;2025-02-01;9;Material Hidráulico;9590,43
202502;2025-02-01;9;EPI;42017,01
202502;2025-02-01;9;Ferramentas;18135,20
202502;2025-02-01;9;Peças de Reposição;16794,30
202502;2025-02-01;9;Lubrificantes;41185,95
202502;2025-02-01;9;Material de Escritório;4901,14
202502;2025-02-01;9;Limpeza e Higiene;18301,40
202502;2025-02-01;10;Material Elétrico;39765,21
202502;2025-02-01;10;Material Hidráulico;44823,84
202502;2025-02-01;10;EPI;12350,80
202502;2025-02-01;10;Ferramentas;36349,79
202502;2025-02-01;10;Peças de Reposição;19277,61
